$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
1, 2, 0, 2, 0, 2, 0, 2, 0, 2, 3, -1, 3, 3, 2, 1, 2, -1, 0, -1, 1, 1, 0, 1, 3, 1, 1, -1, -1, 2, 2, 1, 2, 1, 0, 0, -1, 0, 3, 2, 1, 2, 3, 0, 0, 0, 1, 3, 1, 0, 4066, 708, 656
-1, 1, 3, 3, 2, -1, 1, 2, 2, 2, 0, 1, 0, 1, 3, 3, 0, 1, 2, 3, 2, -1, 1, 0, 2, 0, -1, 2, 0, -1, 1, 0, -1, 3, 2, -1, 2, 3, 0, 1, 2, 1, 1, 1, 2, -1, 0, 0, 3, 1, 3857, 708, 656
1, 2, 1, 3, 1, 3, -1, 1, -1, 2, -1, 2, 0, 0, 1, 3, 0, -1, 3, 1, 1, 0, 2, 2, 3, 1, 3, 3, 2, 3, -1, -1, 0, -1, 2, -1, 1, 2, 2, 0, 1, -1, 3, 0, -1, 2, 0, 2, 3, -1, 3381, 708, 656
0, -1, 2, 1, 0, 1, -1, -1, 1, 1, -1, 1, 1, 3, 1, 1, 3, 3, 1, 0, 3, 1, -1, 0, 2, 3, 2, 2, 1, 3, -1, 0, 1, 0, 2, 0, 1, 0, 2, 2, 0, 3, 0, -1, -1, 0, 1, 3, 0, 0, 3999, 708, 656
2, 0, 3, 0, 1, 3, 2, 0, 1, -1, 3, 3, -1, 0, -1, 3, 0, -1, 1, 2, 1, 3, 0, -1, 3, 1, 2, 0, 2, 3, 1, 2, 2, 1, 0, -1, 2, -1, 0, -1, 3, -1, 0, 1, -1, 1, 0, 0, 2, 1, 3558, 708, 656
0, 2, -1, 3, 0, -1, 3, 1, 2, -1, 1, 0, 0, 3, 3, 2, 0, 2, -1, 3, 1, 2, -1, 0, 1, 2, 2, 1, 2, 1, 1, 2, 3, 3, 1, 2, 0, 1, -1, 1, -1, 1, 3, 2, 0, 3, 3, 3, 2, 1, 3578, 708, 656
0, -1, 1, 3, -1, -1, 3, 3, 1, 2, -1, -1, 1, 0, 0, 0, 1, -1, 1, 2, 2, 0, 2, 3, 2, 1, 2, 2, 1, 2, 0, 0, 2, -1, 1, 0, 1, 1, 1, -1, 0, 0, 2, 3, 1, -1, 1, 0, 0, -1, 3699, 708, 656
1, 0, -1, 2, 3, 1, 3, 2, 3, 0, -1, -1, 0, 0, -1, 3, -1, 0, -1, 1, 2, 3, -1, 1, 2, 3, -1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 1, 2, 1, -1, 1, 2, 2, 2, 0, 0, 3, 0, 1, 2, 3517, 708, 656
2, 2, 3, 0, 3, 0, 1, 0, 2, -1, 1, -1, 2, -1, 1, -1, 3, 0, 2, 1, 2, 0, 1, 3, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 3, 0, -1, 0, 3, -1, 1, 2, 0, -1, 2, 2, -1, 1, 2, 2, 3641, 708, 656
1, 1, 1, -1, 0, 2, 0, -1, 1, 2, 3, 1, 2, 3, 1, 2, 0, 0, 2, 0, 1, 3, 2, -1, 2, 0, 0, -1, 2, 0, 3, 1, 2, 0, 3, -1, 0, 1, -1, 2, 2, 1, 0, 1, 1, 2, 3, 2, -1, 1, 3880, 708, 656
0, 2, -1, 2, 0, 2, 1, -1, -1, 3, 0, 0, 2, 3, 2, 1, 2, -1, 1, 0, 2, 3, 3, 2, 0, 0, 3, 2, 2, -1, 2, 0, 2, 0, 2, 3, 0, 1, 0, 1, -1, 1, 0, 0, 1, 1, -1, -1, 1, 3, 3797, 708, 656
0, 0, 1, 1, 2, -1, 3, 0, 3, 3, 0, 1, 0, 2, 1, 0, 1, 3, 2, -1, 3, 2, 0, 1, 0, 1, 1, -1, 3, 0, 0, 3, 1, 0, 2, 3, 2, 2, -1, 1, 0, 1, 1, 2, -1, 2, 0, 1, 2, 1, 4250, 708, 656
0, 3, 2, 1, -1, 0, 1, 3, 2, 3, 2, 1, -1, 0, 0, -1, 2, -1, 3, 0, 1, 1, 2, 2, 1, -1, 3, 1, 0, 1, 2, 0, 2, 0, 1, 0, 0, 2, 1, 2, 1, 3, 3, 3, 0, 2, 3, 1, 1, 2, 4002, 708, 656
1, 2, -1, -1, 3, 0, 0, 0, 0, 2, -1, 1, -1, 2, 0, 0, 1, -1, 0, 1, 1, 0, 2, 1, 2, -1, -1, 0, 2, 0, -1, 1, 0, 1, 0, 1, 0, 2, 2, 0, 2, -1, 1, 1, 1, 2, 1, 2, 2, 2, 4043, 708, 656
1, 2, 0, 3, 1, 1, 3, 1, 0, 1, 0, 2, 1, 2, 2, 2, 0, 0, 0, -1, 3, 2, 2, 3, 1, 1, -1, 3, 3, 0, 2, 0, 1, 2, 2, 0, -1, 0, 1, 2, 0, -1, 0, 2, 2, 0, 3, 1, 1, 2, 4218, 708, 656
3, 0, 1, -1, 0, 2, 1, 0, 0, 2, 0, -1, -1, 1, 2, 0, -1, 2, 0, -1, 2, 1, 0, -1, -1, 2, 1, 0, 1, 2, 3, 0, 1, 3, 2, 1, 2, 1, 3, -1, -1, 0, 1, 0, -1, -1, 2, 2, 0, 1, 3603, 708, 656
0, 3, 2, 1, 3, 3, 0, 1, 3, 0, 3, -1, 0, 3, 0, 2, 0, 2, 0, -1, -1, 2, 2, 0, 1, 0, 1, 1, 2, 1, 1, 1, -1, 2, 3, 3, -1, 1, 3, 2, 1, 0, 1, 3, 0, 2, -1, 0, 2, 1, 3894, 708, 656
-1, -1, 2, 1, 3, 1, 0, 3, 1, 0, -1, 0, 1, 0, 2, 1, 3, 2, 0, 2, -1, 0, 2, 1, 2, 0, 2, 0, 1, 0, 0, 1, 0, 3, -1, 3, 1, -1, 0, 2, 1, 3, 1, 0, 3, 1, -1, 2, 3, 3, 3885, 708, 656
3, 1, -1, 0, 3, 1, 2, 0, 2, 2, 1, -1, 1, 0, 2, 0, 2, 2, 0, 1, 1, 1, 1, -1, 1, 0, 0, 2, 1, -1, 2, 2, 0, 3, 2, 0, 2, 3, 0, 0, 3, 3, 2, 3, -1, 2, 3, -1, 1, 1, 3783, 708, 656
3, 3, 2, 2, 3, 3, 3, 3, -1, 2, 3, 3, 2, 1, -1, 1, 2, 3, 2, 1, 3, 0, 0, 3, 3, 2, 1, 0, 0, 0, -1, -1, 2, -1, 2, 2, 2, 0, 1, 0, 2, -1, 0, 2, 2, 0, 0, 0, 1, 0, 3732, 708, 656
-1, 3, 3, 2, 2, 3, 2, 2, 0, 3, 0, 0, -1, 1, 1, 0, 1, 1, 1, 0, 2, 3, 3, 0, 0, -1, 2, 1, 2, 0, 1, 2, 1, -1, 1, 1, 3, 0, -1, 2, -1, 1, 2, 0, 1, 0, 0, 0, 3, 1, 4003, 708, 656
-1, -1, 2, 1, -1, -1, 3, 3, 1, 0, -1, 2, 2, 3, 2, 1, 2, 2, 1, -1, 3, 0, 1, 0, 1, 3, 3, 3, 0, 0, 1, -1, 2, 0, 1, 2, 1, 1, -1, 0, 0, 2, 2, -1, 3, 3, 0, 2, 3, -1, 3649, 708, 656
-1, 0, 3, -1, 3, 2, -1, 1, 0, 1, 1, 3, 0, 2, 2, 0, -1, 1, 0, -1, 3, 1, 0, 3, 3, 2, 0, 1, 0, 1, 2, 2, 3, 0, 0, 1, -1, 1, 3, -1, 1, 2, 0, 0, 2, 2, 2, 1, 1, 0, 3989, 708, 656
1, 2, 0, 2, -1, 1, 0, 1, 3, -1, -1, 0, 3, 3, 2, 1, 0, 1, 0, 0, 1, 2, 1, 2, 0, 2, 1, 2, 3, 2, 1, -1, -1, 0, 0, 3, 3, -1, -1, 1, 2, 3, 0, 0, 2, 3, 0, 1, 0, 2, 3974, 708, 656
-1, 1, -1, 1, 3, 1, 2, -1, 2, 1, 2, 0, -1, 0, 1, 2, -1, 0, 2, 0, -1, -1, 0, -1, -1, 2, -1, 2, 2, 1, 1, 2, -1, 2, 0, 1, -1, -1, 0, 2, 3, -1, 2, 2, 2, -1, 3, -1, -1, -1, 2903, 708, 656
3, 2, 1, 2, -1, 0, 2, 1, 3, 3, 1, 1, -1, 0, 0, 2, 2, 1, 0, 1, -1, 0, 0, 0, 3, 2, 2, 2, 3, 0, 3, 1, 0, 0, 2, 0, 1, 0, 2, 1, -1, 0, 3, 3, 2, 1, 2, 1, 1, 2, 4145, 708, 656
1, 2, -1, 0, 2, -1, 2, 0, 0, 2, 2, 3, 2, -1, 3, 3, 1, 0, 3, -1, 1, 2, 3, 0, 3, 3, 2, 0, -1, 2, 1, 2, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 3745, 708, 656
2, 0, 0, 1, 1, -1, 0, 2, 3, 1, 1, 3, 3, 0, 2, 3, 1, 2, 1, 3, 1, 3, 1, 2, 0, 3, 2, -1, 0, -1, 3, 0, 1, -1, 0, 2, 3, -1, 2, 0, 1, 1, 0, -1, 2, 3, -1, 1, 3, 3, 3630, 708, 656
0, 2, 1, 2, 0, 2, 0, -1, 3, 3, 3, 0, 2, 0, 2, 3, 1, -1, 3, 0, -1, 1, 2, -1, 2, 2, 1, 3, 2, -1, 0, 2, 1, 3, 3, 0, 2, 3, 1, 1, -1, 1, 1, 1, 2, 2, 3, -1, 1, 1, 3459, 708, 656
0, 1, 1, 3, 2, 3, -1, 0, 0, 0, -1, 1, 0, 3, 3, 1, -1, 1, 3, 2, 2, 2, 0, 1, 3, 2, -1, 0, 1, 2, 1, 3, 2, 1, 1, -1, 0, 3, 2, 0, 1, 0, 3, 3, 1, 1, -1, -1, -1, 0, 3814, 708, 656
1, 2, 0, 2, 3, 2, -1, -1, 1, 3, 0, 2, 2, -1, 3, 2, 1, 2, 0, 0, 3, -1, 2, 0, 0, 1, 1, 3, 1, 2, 1, 1, -1, 0, -1, 1, 2, 1, 3, 3, 2, 1, 2, 2, 0, 1, 1, 0, -1, 2, 4061, 708, 656
2, 0, -1, 3, 1, 1, 0, 0, 1, -1, -1, 2, -1, -1, -1, 3, 3, 3, 0, 0, 3, 1, 0, 0, 1, 1, -1, 3, 2, 0, 0, 1, -1, 1, 2, -1, -1, 2, 2, -1, 1, 0, 1, 2, 2, 1, 2, 2, 0, 2, 3648, 708, 656
2, 0, -1, 3, -1, 2, 1, 3, 2, 1, 0, 1, 0, 0, 2, -1, 2, 0, 2, -1, 1, 1, 0, 1, 2, 2, 2, 1, 1, -1, 2, 0, 0, 3, -1, 1, 3, 0, 2, 2, -1, 0, 0, -1, 3, 3, 1, 0, 1, 2, 3804, 708, 656
0, 3, 1, -1, 3, 0, 1, 1, -1, 0, 3, 1, 0, 2, 1, 0, 3, 3, 1, 0, 1, 1, 1, 0, 2, 0, 2, -1, 0, 1, 2, 1, 0, 1, -1, 0, 0, 2, -1, 0, 3, 2, 2, 3, -1, 2, 3, -1, 2, 3, 3969, 708, 656
-1, 1, 3, 3, 1, -1, 2, 3, 0, 3, 0, 0, 0, -1, 2, 0, 3, 1, -1, -1, -1, 3, 2, 1, 1, 3, 1, -1, 1, 0, 0, 2, 3, 1, 0, 0, -1, 1, 2, -1, 2, 0, 3, 3, -1, 2, 1, 0, 0, 3, 3666, 708, 656
0, 1, 0, 3, 2, 3, 2, -1, 3, 2, 0, 2, 0, 1, 3, 0, 1, -1, 2, -1, 1, 0, -1, -1, 0, 3, 2, 2, -1, 2, 2, 3, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 3, -1, -1, 0, 3, 2, 0, -1, 3722, 708, 656
2, 0, 0, 1, -1, 1, 3, -1, 2, 0, 3, 0, 0, 0, 3, 1, -1, 2, 1, 3, 0, 2, 2, 1, 1, 1, -1, 3, 0, 0, 3, 1, 1, 3, 0, 3, 2, 2, 1, 1, 0, 2, 2, 1, 1, 2, -1, 0, -1, 3, 4058, 708, 656
2, 0, 2, 2, -1, 1, 3, 2, -1, 1, 0, 1, 1, 2, 0, -1, 2, 2, 1, 2, 0, 3, 3, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 3, 0, 0, 2, 3, -1, -1, 0, 2, 3, 2, -1, 1, 1, 1, 4146, 708, 656
2, 3, 2, 1, 1, -1, 0, 1, 2, 1, 1, -1, 1, -1, 2, -1, 0, 0, 3, 3, 0, 1, 1, -1, -1, 3, 1, 2, 2, -1, 0, 1, 2, 2, 0, 2, 3, 1, 0, -1, 2, 0, 0, 2, 0, 0, 3, 2, -1, 0, 3649, 708, 656
-1, -1, 1, 1, 2, 2, 1, 3, -1, 1, 1, 2, 0, 1, 2, 0, -1, 2, 2, 3, 3, 1, 0, 1, 1, 0, 1, 3, 0, -1, 2, 0, 2, 1, 1, 2, -1, 2, 0, 0, 0, 3, 2, 0, 2, -1, 0, 1, 3, 2, 4017, 708, 656
2, 2, 2, 1, 3, 2, 3, 1, 1, 2, 2, 0, 2, 0, -1, 3, 0, 0, 3, 0, 3, 0, 0, 1, 1, 2, 3, 3, 1, -1, -1, 0, 2, 1, 1, 0, 0, 2, 0, 1, 3, 1, 2, 2, 0, 3, 1, 2, 3, 0, 4206, 708, 656
2, 3, 0, 1, 1, -1, 2, -1, 2, -1, 0, 0, 0, 1, 2, 1, 1, 3, 1, 2, -1, 2, 1, 1, -1, 1, 2, 0, 1, 0, 2, -1, 3, 2, 2, -1, 0, 1, 1, 1, 3, 3, 2, 2, 3, 3, 0, -1, -1, 2, 3755, 708, 656
2, 3, 1, 2, 1, 1, 0, 2, 0, 1, 3, 1, 2, 3, 2, 3, 1, 0, 1, -1, 2, 3, 2, 1, 3, 2, 2, 0, 2, 2, 3, 3, -1, 1, 3, 0, 0, 3, 1, 2, 2, 2, 0, 3, -1, 0, 1, 3, 1, 1, 4067, 708, 656
2, 0, 1, 1, 2, 0, 0, 0, 1, 2, -1, 0, 1, 2, 3, 1, 3, 3, 2, -1, 2, -1, 2, 0, 3, 1, -1, 2, 3, 0, -1, -1, 3, -1, 1, 2, 0, 1, 2, 2, 3, 1, 2, -1, 2, 1, 3, 0, 3, 0, 3618, 708, 656
2, 1, 2, 3, 2, 0, -1, -1, 3, 2, 1, 3, 0, -1, 2, 2, 1, 1, 0, 0, 3, -1, 0, 1, 2, 0, 1, 2, 1, 3, -1, 1, 1, -1, 0, 0, 3, 2, 2, 0, 2, 1, 2, 3, 0, -1, -1, 3, 1, 1, 3770, 708, 656
1, 0, -1, -1, -1, -1, 0, 0, 3, 1, 2, -1, 2, -1, -1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 3, 0, 0, 3, 1, 1, 1, 3, 3, 1, -1, -1, 0, 3, 1, 1, 0, 2, 1, 1, 3, 2, -1, 2, 3539, 708, 656
1, -1, 2, 1, 3, 1, -1, 2, 1, 0, 0, 2, 1, 1, 2, 1, 0, 0, 2, -1, 2, 2, 2, 1, -1, -1, 1, 1, 0, 0, -1, 0, 0, 2, -1, 0, 0, 3, 2, 2, 2, 0, 1, 3, 2, 0, 0, 1, 1, 2, 4067, 708, 656
1, 0, -1, 0, 0, -1, 3, -1, 0, -1, 1, 2, 0, 2, 2, 2, -1, -1, 2, 0, 2, -1, 1, 0, 1, 2, 1, 0, 3, 1, 2, -1, 3, 1, 3, 1, -1, 2, 1, 2, 2, 3, 2, 2, 3, 1, 0, 2, 3, 3, 3696, 708, 656
1, -1, -1, 1, -1, 1, 1, 2, 0, 3, 0, 2, 2, 1, 1, 1, 3, 3, 2, 2, -1, -1, 1, 2, -1, 1, 2, 0, 2, 0, 2, 1, -1, -1, 3, 2, 3, 3, 1, 0, -1, 1, 3, -1, 0, 1, 3, 2, 2, 0, 3356, 708, 656
1, 1, 2, 1, 2, 0, 3, -1, -1, 2, 1, 3, 3, 0, 1, 1, -1, -1, 2, 1, 2, 1, 0, 2, 1, 2, 0, 3, 1, 3, 3, 2, 0, -1, 1, 3, 0, 2, 1, -1, 3, 3, 2, 1, 0, 3, 0, -1, -1, 1, 3571, 708, 656
2, -1, 1, 2, 1, 0, 2, -1, 2, -1, 0, 3, 3, -1, 3, -1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 2, 2, 3, -1, 0, 3, -1, -1, 2, -1, 2, 2, 1, -1, 0, -1, 0, 1, 0, 0, 1, -1, 1, 0, 3509, 708, 656
0, 0, -1, -1, 1, -1, 3, 3, 1, 3, 1, 2, 3, 0, 3, 1, 0, 1, 1, 2, 0, 2, 3, 2, 3, -1, 1, 2, 2, 1, 2, 2, 0, -1, 2, 2, 2, -1, 0, 0, 3, 1, 1, -1, 0, 1, 0, -1, 0, -1, 3602, 708, 656
-1, 2, -1, 0, 2, 0, 1, 2, 3, 2, 1, 2, -1, 3, 1, 3, 3, 1, 0, -1, 2, 0, 0, -1, 3, 3, 0, 2, 2, 1, 0, 0, 3, 1, -1, 0, 0, 2, 1, 1, 1, 3, 0, 3, 1, 1, 2, 2, 2, 0, 3906, 708, 656
0, 1, 1, -1, 2, 2, 2, 3, 2, 0, 2, 1, 2, 1, 2, 1, -1, -1, 3, -1, 1, -1, 2, 3, 2, 2, -1, 2, 0, 2, 0, 0, 1, 0, 1, 2, 0, 3, -1, 0, 1, 1, 0, 3, 3, -1, 3, 1, 0, -1, 3676, 708, 656
0, 1, 3, -1, 0, -1, 0, 2, 2, 0, 1, 0, 1, 1, -1, 0, 3, 1, 1, 1, -1, -1, 0, -1, 2, 2, 1, 0, 2, 2, 0, 2, 3, 2, -1, 3, 1, 1, 0, 3, -1, 1, 2, -1, 0, 2, 0, -1, 2, 3, 3686, 708, 656
0, 2, -1, -1, 1, 2, 3, 0, 0, 0, 3, 0, 1, 3, -1, 2, 2, 3, 2, 0, 3, 1, 0, 3, 0, 2, 2, -1, 1, 2, 3, 2, 1, 2, 1, 3, 1, 2, 3, 2, 1, 0, 0, 1, 0, 1, -1, -1, 0, 3, 3880, 708, 656
