$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
0, 0, 1, 0, 1, 2, 2, 3, 1, 0, 2, 2, 1, 0, 0, 2, 1, 1, 0, 3, -1, 1, 0, -1, 0, -1, -1, 0, 1, 3, 3, 3, 2, -1, 2, -1, 2, 2, 0, 3, 1, 2, 3, 2, 3, 2, 1, 2, 1, 1, 2492, 729, 622
1, -1, 1, -1, -1, 1, -1, -1, 2, -1, 0, -1, -1, -1, 0, 0, 0, 2, 0, 0, 2, -1, 3, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, -1, -1, 2, 2, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 2, 1, 0, 2520, 729, 622
2, 0, 3, 2, 1, 3, 3, -1, 1, 2, 2, 0, 2, -1, 2, 1, 1, 3, 2, 0, 2, 1, 0, 2, -1, 2, 0, 3, -1, 2, 2, 3, 0, 2, -1, 1, 2, -1, 1, 1, -1, 0, 0, 1, 3, 0, 1, 1, 0, -1, 2479, 729, 622
2, -1, 3, 1, -1, 1, -1, 0, 1, 2, 2, -1, 1, 2, 2, 2, 1, 2, 2, 2, 0, -1, -1, 0, 3, 2, 2, 1, 1, 0, -1, 1, 0, -1, -1, 1, 1, 0, 1, -1, -1, -1, 0, 3, -1, 3, 1, 2, 1, 0, 2366, 729, 622
3, 2, 0, -1, 2, 2, 1, -1, -1, -1, -1, 2, 1, 1, 1, 2, 0, 1, -1, -1, 0, -1, 1, 3, 1, 2, 0, 0, 1, 2, 1, 1, 2, 0, 0, 0, 2, 2, 1, 0, 2, 3, 0, 2, -1, 2, 1, 0, 0, -1, 2760, 729, 622
-1, 1, 2, 0, 0, -1, -1, 0, 2, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1, 1, 1, -1, 1, -1, 1, 0, -1, 1, 2, 2, 3, 0, 0, 0, -1, 1, 0, -1, -1, 3, 1, -1, 2, 1, -1, -1, 2, 0, 3, 0, 2488, 729, 622
0, 2, 3, -1, 2, 2, -1, -1, 2, 0, 1, 1, 0, 0, 1, 3, 2, -1, -1, 2, 1, -1, 3, 1, 3, 2, 2, 1, 1, -1, 0, 2, 0, -1, -1, -1, 1, -1, 1, 0, 0, 2, 0, 2, 2, 1, 0, 1, 1, -1, 2214, 729, 622
2, 3, 2, 3, 1, -1, 1, 0, 2, 2, 3, 1, 3, 3, 1, 3, 2, 0, 0, 2, 0, 2, -1, 0, 0, 2, 3, 1, 3, 2, -1, 3, 1, 0, -1, -1, 1, 0, 0, 2, 2, 3, 2, 1, 0, 0, 2, 3, 0, 0, 2559, 729, 622
-1, 2, 0, 1, 0, 0, 2, 0, 0, 0, -1, 2, 0, 1, -1, 1, 0, -1, -1, 3, 0, 1, -1, 2, 2, 1, 1, 2, -1, 1, 1, 3, 1, -1, 2, 1, 0, 2, -1, 2, 2, -1, 1, -1, 0, 0, 2, 0, 2, 1, 2635, 729, 622
3, 0, 0, -1, 3, 2, 3, 3, -1, -1, 2, -1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 0, -1, 2, 2, 0, 3, 1, 0, 1, 3, 1, 2, 2, -1, -1, 0, 3, 1, 0, 1, 3, 1, 1, 2, -1, -1, 0, 3, 2379, 729, 622
-1, 0, 0, -1, 1, 1, 2, 3, 2, -1, 2, -1, 0, 0, 2, 1, 3, -1, 2, 1, 2, 2, -1, 1, 1, 2, 3, 3, 2, -1, 0, 0, 0, 3, 3, 0, 1, 1, 1, 3, 2, -1, 1, 1, 1, -1, 1, 1, 0, -1, 2486, 729, 622
-1, -1, 3, 1, 1, -1, 2, 1, 0, 3, 2, 0, 1, 1, 2, 1, 3, 0, 0, 3, 1, -1, 3, 2, 2, 1, 1, 1, 2, 1, 1, 0, 0, 3, 0, 2, 2, 2, 1, 2, 3, 2, 0, 1, 0, 2, 2, 3, 0, 0, 2633, 729, 622
1, 1, 1, 2, 0, 3, 2, 0, 2, 0, 1, 2, 2, 0, -1, -1, 0, 3, 3, 2, -1, 0, -1, 2, 2, 0, 1, -1, 0, 1, 1, -1, 0, -1, 2, 3, 0, 1, -1, 1, 3, 0, 3, 0, 1, 1, 0, 3, -1, 1, 2368, 729, 622
-1, 3, 2, -1, 1, 3, 2, -1, 3, 3, 0, 3, 1, 0, -1, 2, 3, 0, 3, 3, 0, 1, 3, 2, 2, 1, 2, 1, 1, 2, 2, 3, 2, 0, 0, 1, 0, -1, 1, 1, 2, 3, 1, -1, -1, 1, 3, 1, 0, 2, 2362, 729, 622
3, 1, 2, 1, 3, -1, 2, 0, 3, 0, 3, -1, 2, 1, 0, -1, -1, 0, 1, 0, 2, 2, -1, 3, 1, 1, 1, 0, -1, 0, 1, 0, 3, 2, 2, -1, 0, 0, -1, 2, 2, 0, 2, 2, 1, 2, -1, 0, 0, 3, 2385, 729, 622
3, 3, 3, 0, 2, 2, 3, 1, 1, 2, 2, 0, -1, 1, 0, 1, 2, 0, 1, 3, 1, 0, 2, 0, 3, 2, 2, 3, 1, 1, 0, -1, -1, -1, 0, 1, 1, 3, 2, 1, -1, 3, 0, 0, 0, 2, 2, 2, 1, 1, 2571, 729, 622
3, 0, 1, 0, 0, 0, 2, 1, 3, 1, -1, 0, 0, 2, 1, 3, 3, 1, 2, 3, 1, 1, 2, 1, 0, 0, 1, 2, 2, 1, 2, 0, 2, 2, 1, -1, 0, 0, 1, 1, 3, 0, -1, 0, 2, -1, -1, 2, -1, 0, 2647, 729, 622
1, 2, 2, 2, 1, 2, 1, 1, 2, 0, 3, 2, 2, 0, 0, -1, 3, 3, 3, 0, 0, 1, 3, 3, 1, -1, -1, 3, -1, 2, -1, 2, 0, -1, 3, -1, 2, -1, 0, -1, 2, 3, -1, 1, 0, 1, 3, -1, 0, 2, 2033, 729, 622
-1, 2, 3, 3, 0, 1, 1, 1, 0, 1, 1, 2, 3, -1, 3, -1, 2, 0, 3, 2, 3, 0, 0, -1, 1, 1, 0, 0, 2, 3, -1, 2, 2, -1, 1, 2, 2, 3, 0, 2, 0, 1, -1, 1, 2, 0, 0, -1, 0, -1, 2296, 729, 622
0, 2, 3, 3, 2, 0, 1, 2, 1, 1, -1, 1, 0, 3, 2, 3, 2, 0, 2, 0, 1, -1, 1, -1, 1, 2, 0, 2, 2, 3, 2, 1, 1, 1, 2, -1, -1, 3, 2, 0, 3, 0, 3, 1, 3, 0, 0, 0, 3, 0, 2616, 729, 622
1, 1, 1, 0, 1, 2, 3, -1, 0, 2, 2, 1, 3, 0, -1, 1, 1, 3, -1, 2, 0, 1, 2, -1, 0, 1, 2, 3, -1, -1, 0, 2, 2, 1, 1, -1, 3, 2, 1, 3, 2, -1, 1, 0, 0, 2, 3, 2, 0, -1, 2333, 729, 622
3, -1, 2, 1, 2, 1, 2, 2, 0, 1, 2, 0, 2, 1, 2, 2, 0, -1, 3, 0, 1, 0, 2, 0, 3, 0, 2, 1, 0, 2, 0, 0, 1, 1, 1, 0, 2, 0, 3, 3, 2, 3, 1, 0, 1, 3, -1, 3, -1, 0, 2731, 729, 622
0, 1, 0, 1, 2, 2, 1, 1, -1, 3, 0, 1, 0, -1, 3, -1, 0, 2, 1, 0, 3, -1, 2, 0, 1, 2, -1, -1, 2, 3, 2, 2, 0, 0, 1, 1, 3, 2, 1, 3, 0, 2, -1, 2, 3, 1, -1, 1, 0, 3, 2500, 729, 622
0, 2, 1, 0, 2, 3, 2, -1, -1, 1, -1, 2, 2, 3, 3, 2, -1, -1, 0, -1, 0, 1, 1, 3, 0, 0, -1, 2, 0, 2, 1, -1, 1, -1, 1, 2, 0, 0, 0, 2, 0, 2, 1, 3, 2, 1, -1, 3, 1, 0, 2366, 729, 622
2, 0, 1, 3, 1, 2, -1, 0, -1, 2, 0, 2, 3, -1, 3, 0, 2, 2, 1, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 2, 2, 1, 0, 0, 2, 1, -1, 3, -1, 3, 3, 1, 0, 2, 0, 1, 1, 0, 2689, 729, 622
3, 0, 3, 1, 3, 3, 3, 0, 1, -1, 1, 2, -1, 3, 0, 1, 2, 2, 3, 1, 3, 1, 2, 2, 1, 2, 0, 2, -1, 1, 2, 3, 0, 2, 3, 2, 0, 1, 0, 0, 2, 3, 3, 3, 1, 0, 0, 0, 1, -1, 2614, 729, 622
0, 3, 0, 0, -1, -1, 1, -1, 3, 1, 1, 1, 3, 3, 0, 1, -1, 2, 3, 2, 1, 2, 1, 3, 3, -1, 0, 0, 1, 1, 1, 2, -1, 1, 3, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, -1, 3, 1, 0, 3, 2501, 729, 622
3, 1, 1, 2, 0, 2, 0, 2, 1, -1, -1, 2, 0, 0, 1, 0, 3, -1, -1, -1, 0, 3, 0, 0, 1, 1, 1, 3, 2, 0, 2, 0, 2, 2, 1, 1, 2, -1, -1, 1, 2, 3, 0, -1, 0, -1, 0, -1, 2, 1, 2584, 729, 622
1, 0, 0, 2, 2, 1, 1, 0, 3, 2, 1, -1, 0, 3, 0, 1, 2, 3, 2, 0, 1, 3, 2, 0, -1, 0, 0, 1, 1, -1, 3, 1, 1, -1, 1, 1, 3, 2, 3, 3, 2, 1, 2, 3, 0, 0, 2, 3, -1, 1, 2622, 729, 622
0, 1, 2, 2, 1, 2, 2, 2, 2, 0, 3, 2, 0, 1, 0, 0, 1, -1, 2, 2, 2, -1, 3, 2, -1, 0, 1, 0, 3, 3, 3, 1, 2, 0, 0, -1, 1, 1, 1, -1, 2, 0, 0, 1, 0, 2, -1, 1, -1, 0, 2604, 729, 622
2, 2, -1, 3, 2, 1, -1, 2, 2, 2, 0, 0, -1, 3, 3, 2, 0, -1, 0, -1, 3, 1, 1, 1, 0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 3, 0, 1, 1, 2, 3, 0, -1, 2, -1, 1, -1, 3, 0, -1, 2432, 729, 622
3, 1, 3, 0, 1, 2, 2, 2, 0, 3, 3, 1, 0, 2, 2, 0, 1, 1, 2, 2, -1, 0, -1, -1, 1, 2, 1, 0, -1, 0, 1, 1, 2, 1, -1, -1, 0, 0, 1, -1, 2, 1, 2, 0, 3, 2, 0, -1, 1, 2, 2552, 729, 622
1, 3, 2, 0, -1, 0, 0, 1, 1, 2, 3, 2, 1, 1, 0, 2, -1, 1, 2, 3, -1, 2, 3, -1, 2, 0, 3, 2, 0, -1, 1, 3, -1, 1, 0, 1, 2, -1, 2, 1, 3, 2, 0, 0, -1, 2, 1, -1, 0, 1, 2393, 729, 622
-1, 1, 2, 2, 3, 2, 1, 0, 0, 2, 1, -1, -1, 2, 2, -1, 2, 2, 1, 1, 0, 1, 1, 1, -1, 1, 1, 0, 3, -1, 0, 0, 0, -1, 2, -1, -1, 3, 1, 0, 3, 2, 0, 1, 1, 3, 0, 2, -1, 3, 2418, 729, 622
0, 1, -1, -1, 0, 3, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 1, 1, 0, -1, 0, 3, 0, 1, -1, 3, 1, 3, 2, 3, 3, 3, 2, 2, 3, -1, 2, 0, 1, 0, 1, 1, 1, 1, -1, 0, 2, 2, 3, 3, 2684, 729, 622
3, 2, 0, 1, -1, 3, -1, 0, 3, 2, 0, 1, 0, 2, 1, 2, 3, 2, 1, -1, 0, 2, 2, 1, 0, 2, -1, 1, -1, 2, -1, -1, -1, 2, 0, -1, 0, 2, 0, -1, 2, 0, 1, 1, 0, 3, 3, 0, 0, -1, 2321, 729, 622
0, -1, -1, 0, 0, 0, 0, -1, 1, 2, 2, 2, 0, 0, 1, 1, 1, -1, 0, 2, 0, 3, 1, 1, 3, 0, 1, 1, -1, 0, 0, 2, 3, 1, -1, -1, 2, 3, 1, 1, 3, 3, -1, 3, 1, 2, 2, 3, 2, -1, 2463, 729, 622
1, 2, 2, 2, -1, 1, 2, 3, 3, 0, 2, 3, 2, 0, 3, 1, 1, 1, 2, 0, -1, -1, 3, 0, -1, 3, 2, 2, 3, 0, 0, 3, 1, -1, 0, 1, 1, 0, 1, 1, -1, 1, 1, -1, 0, 0, 0, -1, 0, 0, 2492, 729, 622
2, 0, 2, -1, 2, -1, 0, 3, 1, 0, -1, 1, 2, 0, 0, 2, 3, 3, 2, 2, 2, 2, -1, 1, 0, 3, 2, 0, 1, 3, 0, 1, 1, 1, 2, 1, 3, 0, 0, 1, 1, 3, 0, 1, 1, 2, 2, 3, 1, 2, 2764, 729, 622
3, 0, 0, 2, 2, -1, 3, -1, 0, -1, -1, 0, 0, 1, 1, 1, 3, 3, 2, 2, 1, 3, 2, 1, 2, 2, 1, 1, 3, 0, 2, 1, 0, 0, 0, 2, 2, 2, -1, 3, 0, -1, -1, 1, -1, 2, 1, 1, -1, 0, 2551, 729, 622
2, 1, -1, 1, 3, 1, 1, 0, 0, 1, 2, 2, 2, 2, 2, 3, 1, 1, 1, -1, 2, 0, 2, 0, 3, -1, 3, 3, 2, 0, 3, 3, 1, 0, 2, 1, -1, -1, 1, 1, 0, 0, 2, 0, -1, 0, 2, 0, 1, 0, 2823, 729, 622
1, 3, 0, 0, 0, 3, -1, 3, 3, 3, 3, 2, 2, 1, 0, -1, 1, 2, 2, 0, 0, 1, 0, -1, 0, 2, 3, 2, 2, 1, 2, 3, 0, 1, 3, 2, 1, 0, 2, 3, -1, 0, -1, 1, -1, 1, -1, 0, 0, 0, 2527, 729, 622
2, 3, 2, 0, 3, 2, 2, 3, 1, 2, 0, 3, 0, 1, 0, 2, 0, 2, 0, 1, 1, 2, 2, 2, -1, 1, -1, 1, 2, 2, 0, 3, 3, 0, 1, 2, 1, 3, 1, -1, 0, 0, 3, 1, 3, 3, 1, 1, -1, 2, 2648, 729, 622
2, -1, 0, 2, -1, 3, 0, 3, 3, 2, 3, 3, 1, 2, 1, 2, 3, 0, 2, 1, 3, 1, 2, 3, 0, 0, 3, 1, 3, 2, 2, 0, 0, 0, 1, 1, 1, -1, -1, 2, 2, 0, 2, 1, 1, -1, 1, 0, 3, 0, 2487, 729, 622
-1, 1, 2, 0, 1, 1, -1, -1, 1, 0, 2, 0, 1, 1, 1, 2, 3, 3, -1, -1, 0, 0, -1, -1, 0, 1, 2, 2, 0, 2, 1, 0, 0, 2, -1, 2, 2, 0, 0, -1, 2, 1, 3, 1, -1, -1, 2, 2, 3, 2, 2423, 729, 622
-1, 1, 0, 3, 3, 1, 3, 1, 1, 0, 0, 0, 3, 2, 3, 1, 3, 2, 2, 1, 0, 2, 2, 1, 3, 2, -1, 0, -1, 0, 1, 2, -1, -1, 0, 1, 2, 1, -1, 2, 2, -1, 0, 2, 0, 1, 1, 1, 3, 3, 2514, 729, 622
1, 1, 2, 1, 1, 1, 2, 3, 1, 2, -1, 0, 3, 2, 0, 0, -1, 1, 3, 3, 2, 0, 0, -1, 0, -1, -1, 0, 1, 3, 0, 3, 0, 2, 1, 2, 0, 1, 0, 2, 1, 0, 2, 0, 0, 2, 1, 3, 3, 1, 2700, 729, 622
0, -1, 1, 1, 2, 3, 1, 0, -1, 3, 0, 1, 3, -1, 0, 3, 0, -1, 0, 3, 1, -1, 2, 2, -1, 0, 0, 0, 1, 2, 2, 1, 0, 1, 2, 3, -1, 0, 3, 0, 0, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2653, 729, 622
2, 0, 0, 2, 0, 0, -1, 2, 1, -1, -1, -1, 3, 1, -1, 3, -1, 1, 1, 2, 0, 0, -1, -1, 1, 0, 1, 3, 1, 1, -1, -1, -1, -1, 1, 0, 1, 0, 2, 3, 1, 0, 2, 0, -1, 1, 0, 1, -1, 2, 2343, 729, 622
2, 3, 1, 2, 2, 3, 3, 0, 1, 2, 3, 0, 0, 2, 1, -1, 0, 0, 1, 1, 3, 1, -1, 3, -1, 3, 1, -1, 0, 2, 0, 2, 3, 2, -1, 1, 1, 0, 0, 3, 2, -1, 0, 2, 1, 2, 2, 0, -1, 1, 2519, 729, 622
