$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
1, -1, 3, 1, 3, 0, 3, 1, 2, 3, 3, 2, -1, -1, 0, 3, 0, 0, 2, 0, -1, 0, 1, -1, 3, -1, 1, 0, 0, 1, 2, -1, 2, 0, 2, 1, 3, 2, 1, 3, 1, -1, -1, 0, -1, 1, 2, -1, 1, 2, 2280, 740, 598
-1, 1, 3, 1, -1, 2, 0, -1, -1, 2, 3, 1, 0, -1, 0, 3, 2, 0, -1, 1, 3, 2, 3, 3, 0, 0, 0, 2, 3, 3, 1, -1, 1, 3, 2, 1, 2, 3, 1, 0, 0, 1, 2, 2, 3, 1, 1, 0, 2, 2, 2335, 740, 598
3, -1, 0, 0, 1, 0, 1, -1, 0, 2, 3, -1, -1, 3, 2, 3, 0, 0, 0, 1, 3, 3, 2, 2, 2, 1, 1, 3, 2, 1, 0, -1, 3, 3, -1, 2, 1, 2, -1, 3, 2, -1, 1, 0, 1, -1, 3, 0, 2, 0, 2221, 740, 598
-1, 2, 1, 0, 1, 2, -1, 1, -1, 1, 2, 2, -1, 2, -1, 1, -1, 3, -1, -1, 2, 3, 2, 1, -1, -1, -1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 3, 0, 1, 1, 0, 0, -1, 3, 1, -1, 0, -1, -1, 0, 2170, 740, 598
-1, 2, 2, -1, 2, 2, 1, 3, 2, 0, 2, 3, -1, 2, 3, 1, 1, 0, -1, 3, 1, 3, 0, 0, 3, 2, 3, 1, 2, 0, -1, -1, 2, 0, 0, 0, 3, -1, 0, 1, -1, -1, 3, 3, 0, 0, 1, 1, 1, 3, 2311, 740, 598
1, -1, 3, 2, 0, 0, 2, 1, 1, 3, 1, 0, 2, 3, 0, 3, 0, 0, -1, 3, 3, 2, 1, 3, -1, -1, 3, 1, 2, 1, 2, 1, 0, 0, 0, 1, -1, 2, 3, 0, 1, -1, -1, 0, 3, 3, -1, 1, 2, 2, 2399, 740, 598
2, 2, -1, -1, 2, 2, 1, 1, -1, 1, 1, -1, 3, 2, 3, 3, 0, 0, -1, -1, 1, 2, 3, -1, 3, 0, -1, 1, 0, -1, 2, 0, 0, 3, 3, 1, -1, 0, 3, 2, -1, -1, 1, 2, 1, 0, 1, 3, 2, 3, 2058, 740, 598
2, 0, -1, 0, 3, 0, -1, 0, 2, 2, 1, 2, 2, -1, -1, 0, 0, -1, -1, 2, -1, -1, -1, 1, -1, -1, 3, 3, 0, 1, -1, 2, 3, 0, 1, 0, 1, 0, -1, 1, -1, 1, 2, 0, 0, -1, 1, 3, 3, 1, 2092, 740, 598
-1, 3, 3, 2, 1, 0, 0, 0, 0, 1, 2, -1, -1, 0, -1, 3, 3, 3, 2, 2, 1, -1, 1, 2, 2, -1, 1, 1, 3, 3, 0, 0, 0, 2, 1, -1, 0, 3, -1, -1, 1, 0, 2, 2, 1, 2, 1, 2, 2, 0, 2422, 740, 598
-1, 1, 1, -1, 0, 1, -1, -1, 1, 3, 0, 3, -1, -1, 2, 0, -1, 3, 2, 1, 3, 2, 0, 0, 0, -1, 2, 3, 2, 2, 0, 2, -1, 1, 2, 1, 2, 0, 1, 1, -1, 2, 2, 0, 0, 1, 0, -1, -1, 0, 2084, 740, 598
1, -1, 3, 2, -1, 3, -1, 1, 0, 1, 1, 2, -1, -1, 3, 1, 3, 2, 0, 1, 2, 2, 3, -1, 3, 3, 2, -1, 0, 0, 3, 0, 0, 2, 2, 1, 2, 0, 0, 1, 3, 2, 3, 2, -1, 0, 1, -1, -1, 0, 2209, 740, 598
0, 0, 2, -1, 1, 1, -1, 1, -1, -1, 0, 2, 1, 3, 1, 0, 2, 2, 2, -1, 3, 2, 1, 2, -1, 2, -1, 3, 1, 3, 3, 2, -1, 1, 0, 3, 3, 3, 0, 1, 1, 2, 0, 0, 0, 3, 3, 2, 1, -1, 2248, 740, 598
1, 1, 0, 2, 3, 3, -1, -1, -1, 2, 3, 3, 0, 2, 0, 3, 2, 1, -1, 0, 1, -1, 0, 2, 2, 1, 3, 1, 1, 2, -1, 3, 0, 1, 1, 0, 0, -1, 2, 0, 3, -1, 0, -1, 2, 3, 2, 1, 2, 3, 2355, 740, 598
3, 2, 3, 2, 0, -1, 3, 3, -1, 3, 1, 2, 1, 3, 1, 0, 3, 0, -1, 1, -1, 0, 1, 2, 1, -1, 0, 2, 1, 2, 0, 1, 1, -1, -1, 2, 0, 2, 1, 2, 0, 3, 3, 2, -1, 1, 3, 0, 2, -1, 2206, 740, 598
-1, -1, 1, -1, 1, 0, 0, -1, 2, 1, 1, -1, -1, -1, 1, -1, 0, 2, 3, 0, 3, 1, 0, 3, 2, 1, 3, -1, 0, 0, 2, 1, 2, 2, -1, 3, -1, 1, 0, 0, 1, 0, -1, 2, 2, 3, 2, 0, 3, 2, 2211, 740, 598
-1, 3, -1, 0, -1, -1, 3, 3, 0, 2, 2, 3, 3, -1, 3, 2, 1, 1, 3, 2, 2, -1, 0, 1, 2, 2, 1, 1, 1, -1, 0, 1, 0, 0, 2, 0, 1, 2, 1, 3, 0, 0, 3, 0, 1, -1, 1, 2, -1, 2, 2329, 740, 598
1, -1, 3, 2, 3, 3, 2, 3, -1, 2, 3, 1, 0, -1, 0, 3, 1, 0, 2, 0, 0, -1, 0, -1, 2, 0, 1, 3, 1, 0, 2, 0, 1, -1, 0, 3, 2, 1, 1, 0, -1, 2, -1, 0, 2, -1, 1, 1, 2, 3, 2393, 740, 598
-1, 0, 3, 2, 3, 2, 2, 0, 1, -1, 2, 1, 0, 3, 0, 1, 1, -1, -1, 2, 0, 3, -1, 3, -1, -1, 1, 0, 2, 2, 3, -1, 1, 3, 2, 3, 0, 2, 3, 2, 0, 0, 0, 0, 1, 2, -1, 1, 1, 1, 2321, 740, 598
0, 0, 3, -1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 2, 3, -1, 1, -1, 2, 0, -1, 3, 3, 3, -1, 2, 3, 0, 1, 1, 2, 2, 3, 3, 2, -1, 3, 2, 1, -1, 1, 1, 0, -1, -1, 3, 3, 2, 2278, 740, 598
