$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
0.0,-1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,-1.0,3.0,-1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,1.0,-1.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,-1.0,1.0,1.0,3.0,0.0,94597.0,612,99451.0
3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,-1.0,3.0,3.0,0.0,1.0,2.0,-1.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,94198.0,692,99370.0
1.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,-1.0,2.0,3.0,-1.0,0.0,3.0,3.0,0.0,1.0,-1.0,0.0,2.0,94484.0,644,99409.0
2.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,-1.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,94419.0,592,99451.0
0.0,2.0,-1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,-1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,2.0,2.0,-1.0,1.0,3.0,-1.0,2.0,-1.0,2.0,-1.0,2.0,0.0,3.0,3.0,-1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,94864.0,573,99469.0
-1.0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,0.0,-1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,-1.0,3.0,1.0,2.0,-1.0,3.0,3.0,3.0,3.0,2.0,-1.0,3.0,2.0,1.0,0.0,0.0,94537.0,618,99416.0
3.0,-1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,-1.0,2.0,2.0,1.0,3.0,0.0,-1.0,3.0,0.0,1.0,0.0,-1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,94767.0,608,99465.0
0.0,-1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,-1.0,-1.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,3.0,2.0,1.0,0.0,2.0,-1.0,1.0,0.0,-1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,94870.0,597,99467.0
1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,-1.0,0.0,2.0,3.0,1.0,0.0,2.0,-1.0,0.0,-1.0,3.0,2.0,-1.0,2.0,2.0,2.0,1.0,-1.0,3.0,2.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,94272.0,609,99433.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,-1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,-1.0,2.0,2.0,0.0,-1.0,2.0,0.0,1.0,-1.0,0.0,-1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,1.0,0.0,3.0,-1.0,94824.0,592,99481.0
2.0,-1.0,0.0,3.0,1.0,1.0,1.0,-1.0,-1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,-1.0,2.0,2.0,1.0,-1.0,2.0,1.0,-1.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,-1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,94874.0,608,99431.0
2.0,0.0,1.0,0.0,0.0,-1.0,2.0,2.0,2.0,3.0,-1.0,1.0,3.0,0.0,2.0,2.0,-1.0,0.0,0.0,0.0,-1.0,3.0,-1.0,3.0,3.0,1.0,0.0,-1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,-1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,94683.0,585,99460.0
1.0,1.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,-1.0,-1.0,2.0,3.0,2.0,-1.0,3.0,3.0,-1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,-1.0,2.0,0.0,1.0,0.0,2.0,1.0,-1.0,1.0,95174.0,572,99490.0
2.0,1.0,0.0,0.0,2.0,-1.0,0.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,1.0,0.0,2.0,1.0,-1.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,-1.0,0.0,94870.0,601,99461.0
3.0,3.0,3.0,0.0,2.0,1.0,0.0,-1.0,2.0,0.0,2.0,-1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,-1.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,-1.0,1.0,1.0,1.0,0.0,3.0,94671.0,653,99405.0
0.0,3.0,2.0,3.0,0.0,-1.0,0.0,-1.0,0.0,3.0,0.0,2.0,-1.0,1.0,2.0,0.0,-1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,-1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,94501.0,644,99421.0
1.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,-1.0,2.0,1.0,0.0,0.0,-1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,-1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,-1.0,2.0,3.0,-1.0,0.0,2.0,-1.0,2.0,2.0,94705.0,629,99427.0
3.0,3.0,3.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,2.0,1.0,0.0,-1.0,0.0,2.0,0.0,2.0,2.0,2.0,-1.0,0.0,94572.0,588,99455.0
-1.0,-1.0,-1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,-1.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,94502.0,661,99409.0
