$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,-1.0,1.0,-1.0,3.0,0.0,-1.0,2.0,1.0,1.0,1.0,-1.0,2.0,0.0,2.0,0.0,0.0,-1.0,3.0,3.0,-1.0,2.0,1.0,1.0,-1.0,2.0,-1.0,1.0,3.0,0.0,1.0,95807.0,572,99507.0
-1.0,2.0,-1.0,3.0,1.0,-1.0,0.0,0.0,2.0,2.0,3.0,-1.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,-1.0,0.0,3.0,0.0,-1.0,3.0,2.0,1.0,3.0,0.0,2.0,-1.0,2.0,1.0,3.0,2.0,-1.0,-1.0,3.0,2.0,-1.0,0.0,0.0,95973.0,535,99516.0
2.0,2.0,-1.0,1.0,0.0,2.0,3.0,-1.0,-1.0,2.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0.0,2.0,2.0,0.0,-1.0,96068.0,553,99526.0
0.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,3.0,0.0,-1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,-1.0,3.0,3.0,3.0,-1.0,0.0,0.0,0.0,2.0,-1.0,2.0,3.0,1.0,-1.0,1.0,2.0,95631.0,614,99454.0
1.0,2.0,2.0,0.0,-1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,3.0,3.0,0.0,0.0,-1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,-1.0,-1.0,3.0,2.0,-1.0,0.0,0.0,1.0,-1.0,2.0,2.0,-1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,-1.0,3.0,3.0,1.0,3.0,0.0,1.0,95820.0,588,99502.0
3.0,0.0,0.0,-1.0,2.0,1.0,-1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,2.0,2.0,-1.0,-1.0,1.0,0.0,2.0,95849.0,544,99523.0
2.0,1.0,0.0,-1.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,-1.0,-1.0,3.0,-1.0,2.0,2.0,3.0,3.0,-1.0,3.0,1.0,0.0,1.0,2.0,3.0,-1.0,0.0,2.0,1.0,0.0,1.0,-1.0,-1.0,2.0,0.0,3.0,-1.0,1.0,0.0,3.0,1.0,-1.0,1.0,1.0,2.0,2.0,-1.0,95828.0,558,99503.0
3.0,1.0,2.0,-1.0,3.0,-1.0,2.0,-1.0,1.0,2.0,0.0,2.0,-1.0,-1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,-1.0,1.0,3.0,1.0,3.0,0.0,-1.0,3.0,-1.0,0.0,2.0,0.0,2.0,0.0,-1.0,3.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,2.0,1.0,1.0,95786.0,559,99510.0
2.0,2.0,-1.0,2.0,-1.0,3.0,3.0,0.0,0.0,-1.0,3.0,1.0,1.0,2.0,0.0,2.0,-1.0,3.0,-1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,-1.0,-1.0,0.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,3.0,95996.0,564,99500.0
2.0,0.0,2.0,2.0,2.0,-1.0,0.0,0.0,2.0,2.0,-1.0,2.0,2.0,-1.0,3.0,-1.0,1.0,3.0,1.0,0.0,-1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,96106.0,556,99521.0
