$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
-1.0,1.0,2.0,0.0,2.0,1.0,-1.0,1.0,0.0,2.0,-1.0,2.0,0.0,-1.0,3.0,-1.0,0.0,1.0,-1.0,0.0,0.0,3.0,0.0,-1.0,2.0,3.0,0.0,3.0,3.0,-1.0,0.0,2.0,1.0,-1.0,3.0,1.0,3.0,1.0,-1.0,-1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,-1.0,0.0,-1.0,97524.0,546,99543.0
-1.0,2.0,0.0,3.0,-1.0,3.0,-1.0,0.0,1.0,1.0,2.0,3.0,-1.0,3.0,2.0,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,-1.0,-1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,-1.0,-1.0,3.0,3.0,1.0,1.0,-1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,97366.0,589,99501.0
2.0,-1.0,1.0,2.0,-1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,-1.0,2.0,-1.0,3.0,-1.0,2.0,-1.0,3.0,-1.0,0.0,3.0,2.0,1.0,0.0,-1.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,-1.0,97551.0,540,99528.0
2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,-1.0,3.0,2.0,1.0,-1.0,2.0,0.0,3.0,1.0,3.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,3.0,2.0,-1.0,0.0,97384.0,604,99508.0
0.0,-1.0,-1.0,1.0,2.0,-1.0,3.0,2.0,0.0,3.0,2.0,-1.0,1.0,3.0,2.0,3.0,-1.0,1.0,3.0,1.0,3.0,-1.0,0.0,1.0,-1.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,-1.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,97349.0,590,99511.0
3.0,3.0,-1.0,2.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,2.0,1.0,0.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,3.0,1.0,3.0,-1.0,0.0,-1.0,0.0,3.0,3.0,1.0,1.0,-1.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,-1.0,0.0,2.0,-1.0,0.0,2.0,3.0,2.0,3.0,-1.0,97450.0,593,99510.0
3.0,2.0,1.0,1.0,3.0,2.0,0.0,-1.0,-1.0,2.0,3.0,-1.0,-1.0,-1.0,2.0,3.0,2.0,1.0,3.0,1.0,-1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,2.0,0.0,-1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,97408.0,567,99509.0
0.0,1.0,0.0,3.0,3.0,-1.0,3.0,1.0,1.0,1.0,-1.0,3.0,-1.0,0.0,3.0,-1.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,3.0,-1.0,1.0,0.0,2.0,1.0,1.0,-1.0,1.0,2.0,0.0,0.0,2.0,-1.0,97391.0,588,99536.0
0.0,-1.0,0.0,-1.0,3.0,0.0,-1.0,1.0,1.0,2.0,3.0,2.0,-1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,0.0,1.0,-1.0,0.0,3.0,0.0,2.0,-1.0,1.0,2.0,2.0,3.0,-1.0,0.0,1.0,2.0,-1.0,97506.0,553,99523.0
3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,2.0,0.0,3.0,-1.0,3.0,0.0,2.0,2.0,3.0,2.0,-1.0,1.0,0.0,3.0,0.0,0.0,-1.0,-1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,3.0,97461.0,599,99516.0
