$0,$1,$2,$3,$4,$5,$6,$7,$8,$9,$10,$11,$12,$13,$14,$15,$16,$17,$18,$19,$20,$21,$22,$23,$24,$25,$26,$27,$28,$29,$30,$31,$32,$33,$34,$35,$36,$37,$38,$39,$40,$41,$42,$43,$44,$45,$46,$47,$48,$49,>>f0,>>f1,>>f2
2,0,1,2,0,-1,3,3,-1,0,1,2,-1,-1,2,-1,1,0,-1,2,0,2,2,3,2,0,1,-1,1,1,1,3,1,0,-1,2,-1,0,3,-1,0,3,3,-1,2,0,1,2,3,0,95828,570,99518
3,1,-1,3,2,2,-1,3,2,2,-1,0,2,0,-1,3,0,2,1,2,2,0,1,1,0,3,0,1,2,1,1,0,3,3,0,2,-1,-1,3,3,-1,-1,1,1,0,0,3,3,1,1,95921,592,99490
0,0,1,3,0,2,0,0,2,-1,3,-1,3,-1,3,0,2,2,3,2,3,1,0,1,-1,1,2,1,-1,2,2,1,-1,-1,3,3,2,0,0,1,0,-1,1,3,-1,-1,0,1,1,1,95983,560,99505
0,0,-1,2,3,1,0,3,0,3,-1,1,2,3,-1,3,1,0,1,0,3,1,1,0,-1,3,-1,3,3,1,1,2,-1,1,0,-1,3,-1,2,2,2,2,2,0,1,2,1,2,-1,2,95942,577,99486
0,1,3,-1,-1,-1,-1,0,2,-1,0,1,1,3,-1,1,0,1,0,0,3,0,2,0,2,3,2,1,1,0,1,2,0,2,2,1,-1,-1,2,2,2,-1,-1,2,2,3,1,-1,0,-1,96040,543,99516
3,0,0,3,3,3,2,0,3,0,0,-1,1,1,-1,2,0,2,1,2,1,3,-1,2,0,1,2,0,3,3,3,0,1,0,-1,2,0,2,3,1,3,-1,1,2,-1,2,1,1,-1,1,95355,620,99448
0,3,1,2,0,-1,-1,0,1,1,1,3,-1,0,0,2,3,1,1,2,0,3,1,-1,3,2,0,3,2,0,2,3,-1,0,2,1,-1,0,0,1,3,2,0,2,2,1,-1,3,1,-1,95630,595,99466
3,0,-1,2,1,2,-1,1,1,3,2,0,2,1,1,-1,3,1,2,3,0,-1,0,-1,0,0,0,1,2,-1,-1,3,-1,1,2,2,-1,3,3,0,3,3,0,1,0,-1,1,2,2,2,96067,569,99507
3,1,1,2,1,1,0,1,-1,2,2,-1,0,3,2,2,-1,3,0,-1,0,0,1,0,-1,1,2,1,3,-1,-1,2,0,3,2,0,1,2,0,3,0,3,1,0,1,2,3,1,3,3,95724,621,99479
2,0,-1,3,3,2,0,-1,1,2,1,1,2,3,0,3,-1,0,2,2,-1,-1,3,2,-1,0,-1,2,3,1,1,-1,1,1,-1,3,0,-1,1,3,1,3,2,0,-1,0,2,2,0,3,96153,562,99529
0,0,3,2,3,3,-1,1,2,3,0,0,3,0,0,3,2,1,1,-1,1,2,0,1,2,-1,1,-1,3,0,0,0,0,3,3,2,3,-1,2,-1,1,-1,-1,1,2,1,2,-1,1,2,95882,586,99488
-1,0,3,2,1,1,-1,3,-1,0,-1,2,3,2,-1,-1,3,-1,-1,0,-1,1,0,-1,0,1,0,2,3,2,1,0,0,1,1,-1,1,1,2,-1,1,-1,0,2,0,-1,3,0,2,-1,96333,484,99562
-1,-1,3,-1,1,1,-1,-1,3,0,1,2,-1,2,2,0,1,0,0,-1,3,2,2,1,0,2,2,3,0,-1,0,0,-1,-1,3,1,2,1,0,3,0,-1,1,-1,-1,2,3,1,3,1,96225,520,99550
3,3,-1,2,1,1,-1,0,1,-1,3,-1,0,2,-1,2,-1,3,3,1,3,-1,-1,2,2,3,2,1,3,3,1,-1,3,1,-1,0,0,0,1,2,1,3,0,0,0,2,-1,2,1,2,96247,571,99513
-1,1,-1,-1,-1,0,0,-1,1,1,3,2,-1,2,1,0,2,-1,2,0,2,-1,0,2,1,0,1,-1,1,2,3,2,2,0,3,1,0,1,-1,2,1,-1,3,-1,-1,3,2,3,-1,0,96060,524,99547
0,3,2,2,-1,2,0,-1,1,3,1,-1,0,2,1,-1,2,1,2,3,3,-1,0,1,1,-1,2,3,0,2,1,2,-1,0,0,2,3,3,2,1,-1,1,0,3,-1,-1,3,3,3,1,95936,575,99499
2,2,2,3,1,2,-1,1,-1,3,0,2,0,1,2,3,-1,0,0,-1,0,0,3,3,1,2,3,-1,1,2,1,2,0,-1,-1,3,0,1,3,1,0,-1,1,-1,1,3,0,1,0,-1,96004,585,99524
-1,2,3,1,-1,-1,2,3,2,-1,2,1,2,2,-1,1,-1,-1,1,0,1,-1,1,0,-1,-1,2,0,0,1,-1,2,0,1,2,-1,3,0,-1,-1,-1,-1,0,3,0,-1,1,0,0,3,96551,486,99585
2,2,-1,-1,0,1,3,2,1,-1,3,0,0,-1,2,3,-1,3,0,3,2,0,1,1,0,-1,-1,2,0,1,1,0,-1,0,-1,2,2,1,-1,2,3,2,2,1,1,3,0,1,0,1,95850,584,99500
2,2,2,1,2,3,2,2,-1,2,-1,0,-1,1,-1,3,3,-1,0,3,1,1,0,1,3,0,2,-1,1,-1,1,-1,1,3,3,3,2,0,-1,3,0,1,2,0,0,1,2,1,3,0,96043,586,99498
2,3,-1,1,1,0,1,2,1,-1,2,2,-1,2,2,1,3,0,-1,0,1,1,-1,-1,2,-1,2,0,3,1,0,2,0,2,3,1,1,-1,0,3,1,3,1,0,3,0,3,0,3,3,95696,599,99468
3,-1,-1,3,3,1,2,2,2,3,0,-1,-1,-1,3,1,-1,1,1,0,0,2,1,3,0,1,0,1,0,3,0,1,0,2,2,1,2,3,3,2,1,0,-1,-1,1,-1,0,2,2,-1,95929,564,99509
0,-1,1,1,3,-1,-1,0,2,3,2,-1,3,0,1,3,2,1,-1,3,2,0,0,0,1,-1,1,1,-1,0,3,2,-1,0,2,3,2,0,0,3,1,2,1,2,2,2,0,-1,3,0,95670,589,99475
-1,0,1,1,-1,0,1,1,0,0,1,2,-1,-1,0,2,2,-1,0,0,1,0,2,1,2,2,2,-1,1,-1,-1,-1,1,3,-1,3,-1,3,1,2,3,0,0,2,3,2,0,3,1,-1,95912,548,99532
0,0,3,0,-1,2,2,2,1,1,-1,-1,0,1,0,1,1,-1,0,0,3,2,1,2,1,-1,-1,2,-1,1,3,2,0,-1,3,2,2,0,1,1,-1,-1,0,3,1,3,0,3,3,2,95941,571,99512
3,-1,3,1,3,-1,-1,2,2,1,2,3,3,0,0,-1,0,1,1,2,0,0,0,3,2,0,2,0,1,-1,-1,3,-1,2,2,-1,-1,0,-1,-1,3,1,2,1,0,1,2,-1,1,2,96025,548,99513
-1,0,0,3,0,3,-1,1,0,0,1,0,1,2,-1,3,-1,-1,1,2,-1,-1,0,3,2,-1,2,1,2,-1,0,2,1,2,-1,3,1,0,-1,-1,2,1,3,2,-1,1,3,2,-1,2,96105,535,99536
3,0,0,2,-1,0,-1,1,3,0,-1,3,-1,-1,2,-1,0,-1,-1,3,2,2,2,2,0,1,0,1,-1,1,1,2,1,0,3,2,0,2,3,-1,3,-1,1,2,1,2,0,1,0,3,95901,552,99507
0,2,3,0,1,2,-1,2,1,0,0,2,3,-1,2,3,2,0,0,-1,1,0,2,1,-1,1,2,3,-1,3,3,-1,1,-1,-1,1,1,0,1,3,2,-1,1,3,-1,2,0,1,0,1,96040,573,99509
1,0,1,1,0,-1,2,0,3,0,3,2,3,-1,2,2,-1,-1,3,2,1,1,1,3,1,2,3,1,2,0,3,-1,-1,-1,0,2,3,-1,1,2,1,-1,0,3,0,-1,0,0,0,-1,96147,546,99518
2,3,3,-1,0,1,2,-1,1,2,-1,-1,1,2,0,1,-1,1,1,3,-1,1,2,3,-1,0,-1,3,3,0,3,0,1,-1,0,0,1,2,3,2,2,0,1,0,-1,2,-1,0,1,2,96069,551,99530
2,2,0,2,2,1,0,1,-1,3,2,1,-1,3,2,3,3,0,0,0,1,1,2,-1,3,3,3,2,-1,1,2,-1,0,3,-1,1,1,-1,0,1,1,1,0,0,0,2,0,3,1,3,95744,608,99472
3,1,1,3,2,0,-1,-1,2,0,1,1,3,-1,-1,3,2,0,2,2,0,0,1,3,1,3,3,0,-1,2,0,2,-1,1,2,0,1,0,0,-1,1,2,-1,2,3,1,1,0,2,1,95498,595,99469
2,-1,2,0,-1,1,0,3,0,-1,1,-1,3,1,2,1,-1,1,0,0,1,3,1,1,0,-1,1,-1,2,3,2,0,3,0,-1,1,2,0,3,-1,2,3,3,3,-1,2,0,0,2,1,95636,595,99497
